SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-28-2022,Single Family Residential,811 N I St,Tacoma,WA,98403,750000,3,3.0,Tacoma,2309,6500,1926,,325,,Sold,,,https://www.redfin.com/WA/Tacoma/811-N-I-St-98403/home/2713451,NWMLS,1990279,N,Y,47.265453,-122.460474
PAST SALE,October-31-2022,Single Family Residential,4909 43rd Ave S,Seattle,WA,98118,550000,2,1.0,Columbia City,940,3300,1909,,585,,Sold,,,https://www.redfin.com/WA/Seattle/4909-43rd-Ave-S-98118/home/491033,NWMLS,1918826,N,Y,47.5578154,-122.2797942
PAST SALE,November-1-2022,Single Family Residential,4742 47th Ave SW,Seattle,WA,98116,1118000,4,2.0,Alaska Junction,1810,5850,1916,,618,,Sold,,,https://www.redfin.com/WA/Seattle/4742-47th-Ave-SW-98116/home/154671,NWMLS,2006729,N,Y,47.5599209,-122.3919262
PAST SALE,October-27-2022,Townhouse,3637 Albion Pl N #101,Seattle,WA,98103,680000,2,1.5,Fremont,889,,1991,,765,425,Sold,,,https://www.redfin.com/WA/Seattle/3637-Albion-Pl-N-98103/unit-101/home/49834,NWMLS,1998841,N,Y,47.6516779,-122.3449915
PAST SALE,October-26-2022,Single Family Residential,333 NW 86th St,Seattle,WA,98117,956300,4,2.0,Greenwood,1640,4650,1972,,583,,Sold,,,https://www.redfin.com/WA/Seattle/333-NW-86th-St-98117/home/101340,NWMLS,1998345,N,Y,47.6911453,-122.362107
PAST SALE,October-31-2022,Single Family Residential,4622 1st Ave NE,Seattle,WA,98105,1395000,4,4.0,Wallingford,3074,4148,1921,,454,,Sold,,,https://www.redfin.com/WA/Seattle/4622-1st-Ave-NE-98105/home/118097,NWMLS,1994108,N,Y,47.663324,-122.3280262
PAST SALE,October-28-2022,Single Family Residential,7711 40th Avenue Ct E,Tacoma,WA,98443,560000,3,2.5,Tacoma,1680,12800,1981,,333,,Sold,,,https://www.redfin.com/WA/Tacoma/7711-40th-Ave-Ct-E-98443/home/2748100,NWMLS,1994611,N,Y,47.1869532,-122.3746274
PAST SALE,October-26-2022,Single Family Residential,12001 Bartlett Ave NE,Seattle,WA,98125,750000,3,2.0,Matthews Beach,1240,3867,1987,,605,,Sold,,,https://www.redfin.com/WA/Seattle/12001-Bartlett-Ave-NE-98125/home/110809,NWMLS,1995795,N,Y,47.715677,-122.2843165
PAST SALE,October-31-2022,Condo/Co-op,4409 California Ave SW #501,Seattle,WA,98116,575000,2,2.0,Alaska Junction,1131,,1996,,508,723,Sold,,,https://www.redfin.com/WA/Seattle/4409-California-Ave-SW-98116/unit-501/home/71494,NWMLS,2007285,N,Y,47.5644661,-122.3870854
PAST SALE,October-31-2022,Single Family Residential,7310 19th Ave NW,Seattle,WA,98117,890000,3,2.0,Loyal Heights,1520,4080,1946,,586,,Sold,,,https://www.redfin.com/WA/Seattle/7310-19th-Ave-NW-98117/home/165080,NWMLS,2006504,N,Y,47.6817055,-122.3807833
PAST SALE,October-27-2022,Townhouse,2516 Yale Ave E Unit C,Seattle,WA,98102,765000,2,1.5,Eastlake,1020,1249,2008,,750,,Sold,,,https://www.redfin.com/WA/Seattle/2516-Yale-Ave-E-98102/unit-C/home/17382531,NWMLS,1999125,N,Y,47.6426602,-122.3268478
PAST SALE,October-28-2022,Single Family Residential,8020 11th Ave NW,Seattle,WA,98117,885000,3,2.5,Whittier,1620,5000,1904,,546,,Sold,,,https://www.redfin.com/WA/Seattle/8020-11th-Ave-NW-98117/home/496725,NWMLS,2004508,N,Y,47.6876164,-122.3701393
PAST SALE,October-28-2022,Single Family Residential,7026 6th Ave NW,Seattle,WA,98117,1075000,3,1.5,Phinney Ridge,2230,3600,1917,,482,,Sold,,,https://www.redfin.com/WA/Seattle/7026-6th-Ave-NW-98117/home/497073,NWMLS,2001650,N,Y,47.6804504,-122.3630343
PAST SALE,October-28-2022,Single Family Residential,7228 4th Ave NW,Seattle,WA,98117,1450000,5,3.0,Phinney Ridge,3070,3400,1907,,472,,Sold,,,https://www.redfin.com/WA/Seattle/7228-4th-Ave-NW-98117/home/498695,NWMLS,1997990,N,Y,47.6815979,-122.3612994
