SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-12-2022,Single Family Residential,758 31st Ave,Seattle,WA,98122,1403000,3,1.0,Madrona,2160,3605,1908,,650,,Sold,,,https://www.redfin.com/WA/Seattle/758-31st-Ave-98122/home/148341,NWMLS,1951122,N,Y,47.6087809,-122.2923401
PAST SALE,July-18-2022,Single Family Residential,3320 Laurelwood Cir NE,Tacoma,WA,98422,700000,4,2.5,Harbor Ridge,2412,8473,1998,,290,34,Sold,,,https://www.redfin.com/WA/Tacoma/3320-Laurelwood-Cir-NE-98422/home/2872548,NWMLS,1949519,N,Y,47.3034094,-122.4016673
PAST SALE,July-14-2022,Condo/Co-op,1 Broadway #515,Tacoma,WA,98402,470000,2,2.0,Stadium District,1098,,2005,,428,285,Sold,,,https://www.redfin.com/WA/Tacoma/1-Broadway-98402/unit-515/home/3037618,NWMLS,1952196,N,Y,47.2639497,-122.4458089
PAST SALE,July-13-2022,Condo/Co-op,275 W Roy St #202,Seattle,WA,98119,450000,1,1.0,Queen Anne,682,,1982,,660,455,Sold,,,https://www.redfin.com/WA/Seattle/275-W-Roy-St-98119/unit-202/home/24977,NWMLS,1941554,N,Y,47.6255231,-122.3599262
PAST SALE,July-15-2022,Single Family Residential,6219 28th Ave NE,Seattle,WA,98115,890000,2,1.0,Ravenna,1320,3750,1922,,674,,Sold,,,https://www.redfin.com/WA/Seattle/6219-28th-Ave-NE-98115/home/313138,NWMLS,1947815,N,Y,47.6745686,-122.2977622
PAST SALE,July-12-2022,Townhouse,429 13th Ave E,Seattle,WA,98102,1250000,2,2.5,Capitol Hill,1590,1504,2007,,786,45,Sold,,,https://www.redfin.com/WA/Seattle/429-13th-Ave-E-98102/home/144329,NWMLS,1948082,N,Y,47.6228391,-122.3159206
PAST SALE,July-13-2022,Single Family Residential,3032 NW 68th St,Seattle,WA,98117,960000,3,1.0,Sunset Hill,2060,5000,1913,,466,,Sold,,,https://www.redfin.com/WA/Seattle/3032-NW-68th-St-98117/home/165840,NWMLS,1939536,N,Y,47.678192,-122.3971258
PAST SALE,July-13-2022,Condo/Co-op,411 N 90th St #102,Seattle,WA,98103,505000,2,2.0,Greenwood,902,,1987,,560,501,Sold,,,https://www.redfin.com/WA/Seattle/411-N-90th-St-98103/unit-102/home/103954965,NWMLS,1948058,N,Y,47.6940016,-122.3535755
PAST SALE,July-14-2022,Townhouse,2019 S Washington St,Seattle,WA,98144,1075000,3,3.5,Seattle,2192,1297,2015,,490,,Sold,,,https://www.redfin.com/WA/Seattle/2019-S-Washington-St-98144/home/101611554,NWMLS,1947314,N,Y,47.6006448,-122.3054417
PAST SALE,July-12-2022,Single Family Residential,6837 21st Ave NE,Seattle,WA,98115,998000,2,2.0,Ravenna,1849,5120,1916,,540,,Sold,,,https://www.redfin.com/WA/Seattle/6837-21st-Ave-NE-98115/home/310484,NWMLS,1956857,N,Y,47.6786833,-122.3055351
PAST SALE,July-18-2022,Single Family Residential,8426 37th Ave S,Seattle,WA,98118,710000,4,2.5,Seattle,1950,8700,1963,,364,,Sold,,,https://www.redfin.com/WA/Seattle/8426-37th-Ave-S-98118/home/480521,NWMLS,1918834,N,Y,47.5270651,-122.285682
PAST SALE,July-18-2022,Townhouse,116 20th Ave Unit C,Seattle,WA,98122,952500,3,2.0,Central Area,1500,1600,2015,,635,46,Sold,,,https://www.redfin.com/WA/Seattle/116-20th-Ave-98122/unit-C/home/22524011,NWMLS,1946898,N,Y,47.6021473,-122.3061193
PAST SALE,July-15-2022,Condo/Co-op,2607 Western Ave #608,Seattle,WA,98121,795000,2,2.0,Belltown,922,28355,2002,,862,858,Sold,,,https://www.redfin.com/WA/Seattle/2607-Western-Ave-98121/unit-608/home/23162,NWMLS,1906741,N,Y,47.6146438,-122.3509796
PAST SALE,July-15-2022,Condo/Co-op,1760 N Northlake Way #124,Seattle,WA,98103,795000,2,2.0,Wallingford,1113,,2002,,714,621,Sold,,,https://www.redfin.com/WA/Seattle/1760-N-Northlake-Way-98103/unit-124/home/12448696,NWMLS,1931570,N,Y,47.6475631,-122.3370577
PAST SALE,July-15-2022,Single Family Residential,8502 15th Ave NE,Seattle,WA,98115,1300000,5,2.0,Maple Leaf,2550,7111,1924,,510,,Sold,,,https://www.redfin.com/WA/Seattle/8502-15th-Ave-NE-98115/home/108082,NWMLS,1946207,N,Y,47.6905386,-122.311978
PAST SALE,July-15-2022,Single Family Residential,1206 NE 68th St,Seattle,WA,98115,862500,4,2.5,Roosevelt,1740,3570,1924,,496,,Sold,,,https://www.redfin.com/WA/Seattle/1206-NE-68th-St-98115/home/309033,NWMLS,1931172,N,Y,47.6782322,-122.3153659
