SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-18-2022,Single Family Residential,3213 39th Ave SW,Seattle,WA,98116,860000,2,1.0,Belvidere,830,5392,1949,,1036,,Sold,,,https://www.redfin.com/WA/Seattle/3213-39th-Ave-SW-98116/home/327579,NWMLS,1921961,N,Y,47.5751994,-122.3816811
PAST SALE,May-20-2022,Single Family Residential,4606 S Mead St,Seattle,WA,98118,950000,4,2.5,Hillman City,1600,3090,1994,,594,,Sold,,,https://www.redfin.com/WA/Seattle/4606-S-Mead-St-98118/home/492673,NWMLS,1922984,N,Y,47.5505661,-122.2749656
PAST SALE,May-17-2022,Single Family Residential,1854 E 34th St,Tacoma,WA,98404,385000,2,1.0,Tacoma,668,5176,1943,,576,,Sold,,,https://www.redfin.com/WA/Tacoma/1854-E-34th-St-98404/home/45423051,NWMLS,1903370,N,Y,47.233201,-122.4032864
PAST SALE,May-23-2022,Single Family Residential,13535 39th Ave NE,Seattle,WA,98125,770000,3,2.0,Cedar Park,920,8148,1918,,837,,Sold,,,https://www.redfin.com/WA/Seattle/13535-39th-Ave-NE-98125/home/111103,NWMLS,1927939,N,Y,47.7274116,-122.2871956
PAST SALE,May-20-2022,Single Family Residential,8712 19th Ave NW,Seattle,WA,98117,911000,2,2.0,Crown Hill,1460,4000,1940,,624,,Sold,,,https://www.redfin.com/WA/Seattle/8712-19th-Ave-NW-98117/home/100538,NWMLS,1912181,N,Y,47.6928757,-122.3808524
PAST SALE,May-20-2022,Single Family Residential,5213 64th St W,University Place,WA,98467,700000,4,2.5,University Place,2114,6495,2020,,331,,Sold,,,https://www.redfin.com/WA/University-Place/5213-64th-St-W-98467/home/167213621,NWMLS,1915702,N,Y,47.1994717,-122.5064926
PAST SALE,May-23-2022,Single Family Residential,9247 Tacoma Ave S,Tacoma,WA,98444,435000,3,1.0,Tacoma,1370,9836,1945,,318,,Sold,,,https://www.redfin.com/WA/Tacoma/9247-Tacoma-Ave-S-98444/home/2935663,NWMLS,1905915,N,Y,47.1720942,-122.4390242
PAST SALE,May-23-2022,Single Family Residential,2131 N Highland St,Tacoma,WA,98406,612270,3,1.5,North Tacoma,1454,8250,1954,,421,,Sold,,,https://www.redfin.com/WA/Tacoma/2131-N-Highland-St-98406/home/2990082,NWMLS,1916979,N,Y,47.2685512,-122.5128391
PAST SALE,May-19-2022,Single Family Residential,7401 E G St,Tacoma,WA,98404,490000,3,2.0,Tacoma,1703,7200,1995,,288,,Sold,,,https://www.redfin.com/WA/Tacoma/7401-E-G-St-98404/home/2821425,NWMLS,1908008,N,Y,47.1901525,-122.4219766
PAST SALE,May-18-2022,Condo/Co-op,3100 Fairview Ave E #101,Seattle,WA,98102,470000,1,1.0,Eastlake,685,,1991,,686,480,Sold,,,https://www.redfin.com/WA/Seattle/3100-Fairview-Ave-E-98102/unit-101/home/55716,NWMLS,1915165,N,Y,47.6492737,-122.3240014
PAST SALE,May-23-2022,Single Family Residential,2411 N Junett St,Tacoma,WA,98406,785000,3,2.0,North Tacoma,1832,3000,1921,,428,,Sold,,,https://www.redfin.com/WA/Tacoma/2411-N-Junett-St-98406/home/2974177,NWMLS,1920104,N,Y,47.2697188,-122.4744289
PAST SALE,May-23-2022,Condo/Co-op,5642 California Ave SW #5,Seattle,WA,98136,460000,2,1.0,Seaview,800,,1980,,575,474,Sold,,,https://www.redfin.com/WA/Seattle/5642-California-Ave-SW-98136/unit-5/home/62637,NWMLS,1917717,N,Y,47.550851,-122.3866756
PAST SALE,May-23-2022,Townhouse,3250 21st Ave W Unit C,Seattle,WA,98199,820000,3,2.5,Seattle,1390,1241,2015,,590,,Sold,,,https://www.redfin.com/WA/Seattle/3250-21st-Ave-W-98199/unit-C/home/101611541,NWMLS,1918554,N,Y,47.6500323,-122.3830878
PAST SALE,May-19-2022,Condo/Co-op,4547 8th Ave NE #301,Seattle,WA,98105,410000,1,1.0,University District,598,,2009,,686,520,Sold,,,https://www.redfin.com/WA/Seattle/4547-8th-Ave-NE-98105/unit-301/home/21882069,NWMLS,1914798,N,Y,47.6628066,-122.3199124
PAST SALE,May-20-2022,Condo/Co-op,914 6th Ave N #401,Seattle,WA,98109,575000,2,1.5,Queen Anne,975,,1968,,590,530,Sold,,,https://www.redfin.com/WA/Seattle/914-6th-Ave-N-98109/unit-401/home/169209122,NWMLS,1923875,N,Y,47.6276669,-122.3446199
PAST SALE,May-18-2022,Single Family Residential,5414 A St,Tacoma,WA,98408,600000,3,3.0,Tacoma,3420,8276,1954,,175,,Sold,,,https://www.redfin.com/WA/Tacoma/5414-A-St-98408/home/2595449,NWMLS,1926311,N,Y,47.2077195,-122.4317143
PAST SALE,May-19-2022,Townhouse,663 W Emerson St,Seattle,WA,98119,800000,2,2.5,Queen Anne,1290,1398,2001,,620,,Sold,,,https://www.redfin.com/WA/Seattle/663-W-Emerson-St-98119/home/130944,NWMLS,1926487,N,Y,47.651322,-122.36761
