SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-30-2022,Single Family Residential,3611 NE 137th St,Seattle,WA,98125,815000,3,1.0,Cedar Park,1170,8147,1959,,697,,Sold,,,https://www.redfin.com/WA/Seattle/3611-NE-137th-St-98125/home/111571,NWMLS,1990309,N,Y,47.728111,-122.2890247
PAST SALE,September-29-2022,Townhouse,931 N 35th St Unit A,Seattle,WA,98103,755000,2,2.5,Fremont,1310,1350,2001,,576,,Sold,,,https://www.redfin.com/WA/Seattle/931-N-35th-St-98103/unit-A/home/119311,NWMLS,1962745,N,Y,47.6495776,-122.3459572
PAST SALE,September-30-2022,Single Family Residential,8433 31st Ave SW,Seattle,WA,98126,697000,3,1.0,Westwood,1490,7560,1954,,468,,Sold,,,https://www.redfin.com/WA/Seattle/8433-31st-Ave-SW-98126/home/473665,NWMLS,1969269,N,Y,47.5273058,-122.3729202
PAST SALE,September-29-2022,Townhouse,167 16th Ave Unit B,Seattle,WA,98122,812000,2,2.5,Seattle,1430,993,2010,,568,,Sold,,,https://www.redfin.com/WA/Seattle/167-16th-Ave-98122/unit-B/home/142893,NWMLS,1986672,N,Y,47.603274,-122.3115079
PAST SALE,September-29-2022,Condo/Co-op,901 NE 43rd St #305,Seattle,WA,98105,341000,1,1.0,University District,495,,1926,,689,483,Sold,,,https://www.redfin.com/WA/Seattle/901-NE-43rd-St-98105/unit-305/home/12537833,NWMLS,1968586,N,Y,47.6592804,-122.3185952
PAST SALE,September-27-2022,Single Family Residential,4921 N 24th St,Tacoma,WA,98406,635000,3,1.5,Proctor,1297,5760,1950,,490,,Sold,,,https://www.redfin.com/WA/Tacoma/4921-N-24th-St-98406/home/2963367,NWMLS,1985806,N,Y,47.2694477,-122.5035828
PAST SALE,September-30-2022,Condo/Co-op,500 Mercer St Unit F230,Seattle,WA,98109,387000,1,1.0,Seattle,515,,2007,,751,387,Sold,,,https://www.redfin.com/WA/Seattle/500-Mercer-St-98109/unit-F230/home/12091720,NWMLS,1978644,N,Y,47.6247685,-122.347144
PAST SALE,September-30-2022,Single Family Residential,1803 164th St E,Tacoma,WA,98455,460000,4,3.0,Spanaway,1650,6358,1999,,279,17,Sold,,,https://www.redfin.com/WA/Tacoma/1803-164th-St-E-98445/home/2877079,NWMLS,1970373,N,Y,47.1090241,-122.4048639
PAST SALE,September-30-2022,Single Family Residential,417 E 62nd St,Tacoma,WA,98404,500000,4,2.5,Tacoma,1951,6000,2016,,256,,Sold,,,https://www.redfin.com/WA/Tacoma/417-E-62nd-St-98404/home/101682923,NWMLS,1954405,N,Y,47.2011448,-122.4251007
PAST SALE,September-28-2022,Single Family Residential,832 NE 128th St,Seattle,WA,98125,865000,4,2.0,Seattle,2377,7700,1956,,364,,Sold,,,https://www.redfin.com/WA/Seattle/832-NE-128th-St-98125/home/114780,NWMLS,1981738,N,Y,47.7225284,-122.3193425
PAST SALE,September-29-2022,Single Family Residential,7134 44th Ave SW,Seattle,WA,98136,825000,4,2.0,Gatewood,2280,4800,1919,,362,,Sold,,,https://www.redfin.com/WA/Seattle/7134-44th-Ave-SW-98136/home/153859,NWMLS,1958396,N,Y,47.5388089,-122.3882444
PAST SALE,September-28-2022,Single Family Residential,3633 N Ferdinand St,Tacoma,WA,98407,630000,4,2.0,Tacoma,2268,4000,1928,,278,,Sold,,,https://www.redfin.com/WA/Tacoma/3633-N-Ferdinand-St-98407/home/2820660,NWMLS,1943352,N,Y,47.281841,-122.5022343
PAST SALE,September-29-2022,Condo/Co-op,3420 15th Ave W #207,Seattle,WA,98119,330000,1,1.0,Queen Anne,630,,1960,,524,382,Sold,,,https://www.redfin.com/WA/Seattle/3420-15th-Ave-W-98119/unit-207/home/2118814,NWMLS,1970925,N,Y,47.6512928,-122.3758049
PAST SALE,September-28-2022,Single Family Residential,8803 Burke Ave N,Seattle,WA,98103,810201,2,1.0,Seattle,1290,5000,1941,,628,,Sold,,,https://www.redfin.com/WA/Seattle/8803-Burke-Ave-N-98103/home/104421,NWMLS,1987843,N,Y,47.6925024,-122.3354167
PAST SALE,September-30-2022,Condo/Co-op,1760 NW 56th St #203,Seattle,WA,98107,464000,1,1.0,Ballard,672,,2016,,690,346,Sold,,,https://www.redfin.com/WA/Seattle/1760-NW-56th-St-98107/unit-203/home/109661635,NWMLS,1939462,N,Y,47.6695995,-122.3812494
PAST SALE,September-28-2022,Single Family Residential,708 E 86th St,Tacoma,WA,98445,355000,4,2.0,Tacoma,1422,6090,1976,,250,,Sold,,,https://www.redfin.com/WA/Tacoma/708-E-86th-St-98445/home/2983199,NWMLS,1953436,N,Y,47.1788978,-122.4219707
PAST SALE,September-29-2022,Single Family Residential,8814 17th Ave NE,Seattle,WA,98115,750000,4,2.0,Maple Leaf,1488,3920,1927,,504,,Sold,,,https://www.redfin.com/WA/Seattle/8814-17th-Ave-NE-98115/home/106806,NWMLS,1980819,N,Y,47.6925377,-122.3093113
PAST SALE,September-27-2022,Townhouse,5240 NE Brooklyn Ave Unit B,Seattle,WA,98105,860000,3,2.5,University District,1500,8240,2021,,573,,Sold,,,https://www.redfin.com/WA/Seattle/5240-Brooklyn-Ave-NE-98105/unit-B/home/312063,NWMLS,1983246,N,Y,47.6676732,-122.3139708
PAST SALE,October-3-2022,Single Family Residential,7136 S Sunnycrest Rd,Seattle,WA,98178,1205000,4,3.0,Lakeridge,2230,9625,1955,,540,,Sold,,,https://www.redfin.com/WA/Seattle/7136-S-Sunnycrest-Rd-98178/home/199291,NWMLS,1988446,N,Y,47.5079806,-122.243837
PAST SALE,September-30-2022,Single Family Residential,16124 14th Ave E,Tacoma,WA,98445,405000,3,3.0,Spanaway,1788,7900,1972,,227,,Sold,,,https://www.redfin.com/WA/Tacoma/16124-14th-Ave-E-98445/home/2966305,NWMLS,1973656,N,Y,47.109611,-122.4103785
PAST SALE,September-28-2022,Single Family Residential,14716 12th Ave E,Tacoma,WA,98445,460000,3,2.5,Brookdale,2200,10000,1970,,209,,Sold,,,https://www.redfin.com/WA/Tacoma/14716-12th-Ave-E-98445/home/2983424,NWMLS,1969125,N,Y,47.1230697,-122.4140898
PAST SALE,September-28-2022,Single Family Residential,170 15th Ave,Seattle,WA,98122,1000000,5,2.0,Central Area,2640,2950,1927,,379,,Sold,,,https://www.redfin.com/WA/Seattle/170-15th-Ave-98122/home/145310,NWMLS,1982109,N,Y,47.6033425,-122.3126422
PAST SALE,September-29-2022,Townhouse,208 16th Ave Unit D,Seattle,WA,98122,815000,2,2.0,Central Area,1310,586,2016,,622,,Sold,,,https://www.redfin.com/WA/Seattle/208-16th-Ave-98122/unit-D/home/109660444,NWMLS,1989374,N,Y,47.6038025,-122.3109584
PAST SALE,September-30-2022,Single Family Residential,1128 B 32nd Ave E,Seattle,WA,98112,849000,3,2.0,Madison Park,1111,719,2022,,764,60,Sold,,,https://www.redfin.com/WA/Seattle/1128-32nd-Ave-E-98112/home/139679,NWMLS,1983015,N,Y,47.629409,-122.2905845
PAST SALE,September-28-2022,Condo/Co-op,6535 Seaview Ave NW Unit 305B,Seattle,WA,98117,650000,2,2.0,Ballard,1060,,1968,,613,1104,Sold,,,https://www.redfin.com/WA/Seattle/6535-Seaview-Ave-NW-98117/unit-305B/home/48933,NWMLS,1959503,N,Y,47.6762011,-122.4076842
PAST SALE,September-27-2022,Single Family Residential,5410 48th Ave SW,Seattle,WA,98136,770000,3,2.0,Seaview,1500,5750,1943,,513,,Sold,,,https://www.redfin.com/WA/Seattle/5410-48th-Ave-SW-98136/home/153370,NWMLS,1984124,N,Y,47.5535873,-122.393421
PAST SALE,September-28-2022,Condo/Co-op,726 Boylston Ave E #6,Seattle,WA,98102,1350000,2,2.5,Capitol Hill,1188,,2003,,1136,811,Sold,,,https://www.redfin.com/WA/Seattle/726-Boylston-Ave-E-98102/unit-6/home/2078994,NWMLS,1968324,N,Y,47.6258033,-122.3231936
PAST SALE,September-28-2022,Condo/Co-op,601 Belmont Ave E Unit D3,Seattle,WA,98102,525000,1,1.0,Capitol Hill,806,,1970,,651,767,Sold,,,https://www.redfin.com/WA/Seattle/601-Belmont-Ave-E-98102/unit-D3/home/38485,NWMLS,1982032,N,Y,47.6246516,-122.3243936
PAST SALE,September-29-2022,Condo/Co-op,1221 Minor Ave #304,Seattle,WA,98101,433800,1,1.0,First Hill,682,,1960,,636,570,Sold,,,https://www.redfin.com/WA/Seattle/1221-Minor-Ave-98101/unit-304/home/146979678,NWMLS,2002416,N,Y,47.6113757,-122.3257627
PAST SALE,September-28-2022,Townhouse,1419 NW 65th St Unit B,Seattle,WA,98117,640000,2,1.5,Ballard,1000,1000,2006,,640,,Sold,,,https://www.redfin.com/WA/Seattle/1419-NW-65th-St-98117/unit-B/home/494620,NWMLS,1954015,N,Y,47.6758446,-122.3745464
PAST SALE,September-30-2022,Townhouse,2123 10th Ave W Unit D,Seattle,WA,98119,1023500,3,2.5,Queen Anne,1500,1235,2013,,682,,Sold,,,https://www.redfin.com/WA/Seattle/2123-10th-Ave-W-98119/unit-D/home/134621,NWMLS,1978278,N,Y,47.6384924,-122.3706185
PAST SALE,September-30-2022,Single Family Residential,3714 33rd Ave SW,Seattle,WA,98126,1400000,3,3.5,West Seattle,3290,7338,1984,,426,,Sold,,,https://www.redfin.com/WA/Seattle/3714-33rd-Ave-SW-98126/home/328373,NWMLS,1983735,N,Y,47.5707906,-122.3740381
