SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-22-2022,Condo/Co-op,275 W Roy St #313,Seattle,WA,98119,635000,2,1.0,Queen Anne,770,,1982,,825,512,Sold,,,https://www.redfin.com/WA/Seattle/275-W-Roy-St-98119/unit-313/home/62284,NWMLS,1947796,N,Y,47.6255231,-122.3599262
PAST SALE,June-22-2022,Townhouse,8781 15th Ave NW,Seattle,WA,98117,1125000,3,3.0,Crown Hill,2010,2303,2014,,560,,Sold,,,https://www.redfin.com/WA/Seattle/8781-15th-Ave-NW-98117/home/59703684,NWMLS,1957489,N,Y,47.694302,-122.3774822
PAST SALE,June-21-2022,Single Family Residential,1623 Ferry Ave SW,Seattle,WA,98116,975000,3,2.0,Admiral,1720,3330,1904,,567,,Sold,,,https://www.redfin.com/WA/Seattle/1623-Ferry-Ave-SW-98116/home/150834,NWMLS,1927166,N,Y,47.5884998,-122.3830281
PAST SALE,June-21-2022,Single Family Residential,11040 35th Ave NE,Seattle,WA,98125,1075000,3,2.5,Meadowbrook,2430,10212,1978,,442,,Sold,,,https://www.redfin.com/WA/Seattle/11040-35th-Ave-NE-98125/home/111795,NWMLS,1938235,N,Y,47.7095797,-122.2896554
PAST SALE,June-23-2022,Single Family Residential,4652 N Visscher St,Tacoma,WA,98407,507000,3,2.0,North Tacoma,1191,6000,1954,,426,,Sold,,,https://www.redfin.com/WA/Tacoma/4652-N-Visscher-St-98407/home/2738621,NWMLS,1923150,N,Y,47.2926571,-122.5173934
PAST SALE,June-22-2022,Single Family Residential,5010 49th Ave S,Seattle,WA,98118,1425000,4,3.0,Columbia City,3420,6000,1910,,417,,Sold,,,https://www.redfin.com/WA/Seattle/5010-49th-Ave-S-98118/home/491881,NWMLS,1935914,N,Y,47.556663,-122.2712667
PAST SALE,June-23-2022,Single Family Residential,6837 51st Ave NE,Seattle,WA,98115,1235000,3,2.0,View Ridge,2160,6200,1950,,572,,Sold,,,https://www.redfin.com/WA/Seattle/6837-51st-Ave-NE-98115/home/321033,NWMLS,1935957,N,Y,47.6786847,-122.2734002
PAST SALE,June-24-2022,Single Family Residential,3133 N Mullen St,Tacoma,WA,98407,525000,3,1.5,Tacoma,1821,5850,1948,,288,,Sold,,,https://www.redfin.com/WA/Tacoma/3133-N-Mullen-St-98407/home/2941954,NWMLS,1935180,N,Y,47.277192273,-122.501031
PAST SALE,June-24-2022,Condo/Co-op,932 29th Ave S Unit B,Seattle,WA,98144,530000,2,1.0,Leschi,900,1500,1981,,589,360,Sold,,,https://www.redfin.com/WA/Seattle/932-29th-Ave-S-98144/unit-B/home/14101,NWMLS,1940224,N,Y,47.5934714,-122.2951884
PAST SALE,June-24-2022,Single Family Residential,11306 Park Ave S,Tacoma,WA,98444,480000,3,2.5,Parkland,1416,2520,2019,,339,,Sold,,,https://www.redfin.com/WA/Tacoma/11306-Park-Ave-S-98444/home/143458519,NWMLS,1936113,N,Y,47.1539723,-122.4397533
