SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,931 N 35th St Unit A,Seattle,WA,98103,809000,2,2.5,Fremont,1310,1350,2001,27,618,,Active,August-6-2022 02:00 PM,August-6-2022 04:00 PM,https://www.redfin.com/WA/Seattle/931-N-35th-St-98103/unit-A/home/119311,NWMLS,1962745,N,Y,47.6495776,-122.3459572
MLS Listing,,Single Family Residential,7134 44th Ave SW,Seattle,WA,98136,875000,4,2.0,Gatewood,1730,4800,1919,36,506,,Active,,,https://www.redfin.com/WA/Seattle/7134-44th-Ave-SW-98136/home/153859,NWMLS,1958396,N,Y,47.5388089,-122.3882444
MLS Listing,,Townhouse,5956 36th Ave S Unit D,Seattle,WA,98118,589000,2,2.0,Beacon Hill,1170,1010,2019,62,503,,Active,August-7-2022 02:00 PM,August-7-2022 04:00 PM,https://www.redfin.com/WA/Seattle/5956-36th-Ave-S-98118/unit-D/home/170476061,NWMLS,1944425,N,Y,47.5482565,-122.2874989
MLS Listing,,Single Family Residential,831 N Anderson St,Tacoma,WA,98406,599950,3,1.5,North Tacoma,1394,3000,1910,7,430,,Active,,,https://www.redfin.com/WA/Tacoma/831-N-Anderson-St-98406/home/2743814,NWMLS,1974747,N,Y,47.2583607,-122.4725324
MLS Listing,,Single Family Residential,2211 E 38th St,Tacoma,WA,98404,369950,2,1.0,Tacoma,756,5200,1939,9,489,,Active,,,https://www.redfin.com/WA/Tacoma/2211-E-38th-St-98404/home/2960105,NWMLS,1973752,N,Y,47.2232783,-122.3981373
MLS Listing,,Mobile/Manufactured Home,5114 89th St E #40,Tacoma,WA,98446,150000,3,2.0,Midland,1432,,1979,12,105,,Active,,,https://www.redfin.com/WA/Tacoma/5114-89th-St-E-98446/unit-40/home/3008324,NWMLS,1970379,N,Y,47.1762718,-122.3612678
MLS Listing,,Townhouse,3940 S Brandon St Unit B,Seattle,WA,98118,635000,3,2.5,Columbia City,1010,570,2020,13,629,,Active,August-3-2022 04:30 PM,August-3-2022 06:30 PM,https://www.redfin.com/WA/Seattle/3940-S-Brandon-St-98118/unit-B/home/171922711,NWMLS,1972272,N,Y,47.553746,-122.281713
MLS Listing,,Single Family Residential,8817 8th Ave NW,Seattle,WA,98117,825000,3,2.0,Crown Hill,1380,2909,1933,13,598,30,Active,,,https://www.redfin.com/WA/Seattle/8817-8th-Ave-NW-98117/home/101551,NWMLS,1971961,N,Y,47.6933889,-122.3663482
MLS Listing,,Multi-Family (2-4 Unit),3919 N 34th St Unit A B C,Tacoma,WA,98405,719950,5,3.0,North Tacoma,1920,5590,1900,13,375,,Active,,,https://www.redfin.com/WA/Tacoma/3919-N-34th-St-98407/unit-A-B-C/home/180603591,NWMLS,1972008,N,Y,47.2788803,-122.4899658
MLS Listing,,Condo/Co-op,35 Broadway Unit A-2,Tacoma,WA,98402,625000,2,2.0,Stadium District,1418,1500,1985,14,441,375,Active,,,https://www.redfin.com/WA/Tacoma/35-Broadway-98402/unit-A-2/home/2983567,NWMLS,1971336,N,Y,47.2633998,-122.4450278
MLS Listing,,Single Family Residential,12505 25th Ave NE,Seattle,WA,98125,725000,3,1.0,Victory Heights,1320,10942,1913,14,549,,Active,,,https://www.redfin.com/WA/Seattle/12505-25th-Ave-NE-98125/home/114890,NWMLS,1971438,N,Y,47.7195789,-122.3021236
MLS Listing,,Single Family Residential,946 N 78th St,Seattle,WA,98103,880000,3,2.0,Green Lake,1960,3300,1912,14,449,,Active,,,https://www.redfin.com/WA/Seattle/946-N-78th-St-98103/home/300715,NWMLS,1971454,N,Y,47.685688,-122.3451941
MLS Listing,,Single Family Residential,1320 Martin Luther King Junior Way S,Seattle,WA,98144,619000,2,1.0,Central Area,980,2226,1998,15,632,,Active,August-6-2022 12:00 PM,August-6-2022 05:00 PM,https://www.redfin.com/WA/Seattle/1320-Martin-Luther-King-Jr-Way-S-98144/home/148628,NWMLS,1970769,N,Y,47.591424,-122.2972876
MLS Listing,,Townhouse,12026 28th Ave NE Unit b,Seattle,WA,98125,569500,2,1.5,Lake City,1076,1041,2006,16,529,,Active,,,https://www.redfin.com/WA/Seattle/12026-28th-Ave-NE-98125/unit-B/home/116432,NWMLS,1965994,N,Y,47.7164008,-122.2978026
MLS Listing,,Single Family Residential,1035 E 44th St,Tacoma,WA,98404,405000,4,2.0,Tacoma,1172,5500,1930,17,346,,Active,August-7-2022 12:00 PM,August-7-2022 03:00 PM,https://www.redfin.com/WA/Tacoma/1035-E-44th-St-98404/home/2591858,NWMLS,1969940,N,Y,47.2173677,-122.416278
MLS Listing,,Single Family Residential,1850 E Fairbanks St,Tacoma,WA,98404,500000,3,2.5,East Tacoma,1486,9750,2013,18,336,,Active,,,https://www.redfin.com/WA/Tacoma/1850-E-Fairbanks-St-98404/home/23072559,NWMLS,1967842,N,Y,47.22914,-122.4025845
MLS Listing,,Single Family Residential,11052 12th Ave NE,Seattle,WA,98125,699999,4,1.5,Pinehurst,1470,4702,1950,19,476,137,Active,August-6-2022 12:00 PM,August-6-2022 03:00 PM,https://www.redfin.com/WA/Seattle/11052-12th-Ave-NE-98125/home/106479,NWMLS,1969615,N,Y,47.7100409,-122.314899
MLS Listing,,Condo/Co-op,3717 Beach Dr SW #213,Seattle,WA,98116,650000,2,2.0,Alki,1175,,1968,19,553,820,Active,,,https://www.redfin.com/WA/Seattle/3717-Beach-Dr-SW-98116/unit-213/home/39328,NWMLS,1968817,N,Y,47.5705721,-122.4116267
MLS Listing,,Condo/Co-op,910 Lenora St Unit S905,Seattle,WA,98121,569000,1,1.0,Denny Triangle,756,,2006,20,753,807,Active,,,https://www.redfin.com/WA/Seattle/910-Lenora-St-98121/unit-S905/home/12090710,NWMLS,1968474,N,Y,47.617776,-122.3367332
MLS Listing,,Townhouse,5007 51st Ave S,Seattle,WA,98118,849000,5,2.5,Seward Park,2780,3949,1993,20,305,,Active,,,https://www.redfin.com/WA/Seattle/5007-51st-Ave-S-98118/home/2072603,NWMLS,1966293,N,Y,47.556677,-122.270295
MLS Listing,,Condo/Co-op,1515 Dock St #820,Tacoma,WA,98402,490000,1,1.0,Port of Tacoma,950,,2008,20,516,466,Active,,,https://www.redfin.com/WA/Tacoma/1515-Dock-St-98402/unit-820/home/18602531,NWMLS,1964536,N,Y,47.2491064,-122.4346829
